# VRPTW Fixed Benchmark Data
# N=20  INSTANCES=10000  Q=500  K=10  T=1000  SERVICE=10
#
# Node 0 = Depot, Nodes 1..20 = Customers
# Coordinates are in [0, 100], Time windows are in [0, 1000]
# TW1=narrow(100), TW2=medium(300), TW3=wide(500)
#
# INST	NODE	X	Y	DEMAND	TW1_A	TW1_B	TW2_A	TW2_B	TW3_A	TW3_B	SERVICE
4910	20	19.55	19.01	7	744	769	525	659	600	898	10
4911	0	57.98	30.37	0	0	1000	0	1000	0	1000	0
4911	1	57.69	17.09	18	824	985	837	898	811	985	10
4911	2	7.67	81.01	5	491	530	837	927	739	927	10
4911	3	2.68	81.60	9	874	902	552	610	130	164	10
4911	4	97.77	16.66	5	925	956	810	956	136	368	10
4911	5	60.64	46.78	31	929	982	853	982	150	527	10
4911	6	61.66	92.15	12	354	439	161	448	144	409	10
4911	7	58.40	39.99	2	665	720	297	416	921	989	10
4911	8	65.98	30.41	29	599	667	411	575	855	991	10
4911	9	31.04	19.70	20	610	666	564	743	930	970	10
4911	10	23.95	45.97	14	919	961	764	961	623	765	10
4911	11	89.22	74.19	17	703	815	572	674	591	626	10
4911	12	19.08	32.56	19	591	615	859	960	142	295	10
4911	13	38.26	79.02	20	791	896	398	916	222	946	10
4911	14	37.84	48.53	23	271	472	615	705	79	758	10
4911	15	88.46	82.73	16	252	263	624	933	429	938	10
4911	16	39.45	95.03	2	236	288	825	931	220	702	10
4911	17	34.35	85.26	17	461	474	544	939	909	939	10
4911	18	6.70	60.22	16	206	222	229	420	281	719	10
4911	19	63.96	0.65	26	385	569	814	968	746	766	10
4911	20	36.02	86.09	42	459	491	597	737	606	939	10
4912	0	86.37	78.16	0	0	1000	0	1000	0	1000	0
4912	1	33.29	64.60	16	779	817	144	375	329	944	10
4912	2	15.61	43.21	29	195	272	579	789	611	920	10
4912	3	90.68	98.63	19	883	935	761	786	96	287	10
4912	4	12.62	3.22	15	187	194	821	839	764	893	10
4912	5	54.64	11.90	12	158	288	887	925	743	925	10
4912	6	33.17	86.87	5	827	840	308	602	927	945	10
4912	7	69.52	78.79	16	778	780	308	405	549	749	10
4912	8	74.51	44.50	19	189	441	64	135	134	296	10
4912	9	20.22	17.35	22	702	760	802	871	564	892	10
4912	10	35.66	39.92	15	114	128	362	885	343	500	10
4912	11	72.79	50.46	28	367	544	832	968	533	955	10
4912	12	67.37	95.03	16	289	357	108	397	766	973	10
4912	13	23.82	89.43	3	910	914	312	548	646	775	10
4912	14	25.62	88.10	4	433	599	891	937	808	937	10
4912	15	63.23	84.54	18	494	506	973	974	670	974	10
4912	16	3.35	0.76	5	877	885	120	242	583	674	10
4912	17	78.62	28.06	28	763	841	311	412	124	450	10
4912	18	10.19	29.95	12	839	908	494	720	881	908	10
4912	19	38.46	3.02	10	719	783	391	570	839	908	10
4912	20	38.06	94.08	22	469	477	613	758	839	913	10
4913	0	80.10	57.56	0	0	1000	0	1000	0	1000	0
4913	1	23.26	16.70	12	87	107	718	720	897	929	10
4913	2	87.24	99.76	3	469	479	385	668	449	682	10
4913	3	43.33	27.81	12	508	532	807	951	178	221	10
4913	4	59.93	90.69	12	651	725	213	603	699	960	10
4913	5	79.42	61.20	1	440	473	745	995	769	995	10
4913	6	33.58	22.31	23	853	882	151	643	265	305	10
4913	7	25.55	81.59	20	632	644	200	204	829	939	10
4913	8	90.83	62.53	15	970	987	921	987	834	987	10
4913	9	27.96	16.33	9	383	449	623	898	726	932	10
4913	10	50.14	76.48	37	708	735	296	409	669	888	10
4913	11	88.63	46.96	19	40	42	554	604	745	985	10
4913	12	38.53	73.95	16	656	708	610	712	818	954	10
4913	13	36.33	20.07	17	876	941	546	854	220	295	10
4913	14	8.34	70.93	19	575	646	457	480	82	174	10
4913	15	88.18	34.03	14	245	412	811	974	644	930	10
4913	16	77.11	75.39	33	771	808	935	980	148	431	10
4913	17	78.56	88.93	6	747	863	924	967	779	967	10
4913	18	55.57	11.17	13	327	442	307	484	587	946	10
4913	19	5.51	85.25	1	858	919	594	600	129	220	10
4913	20	63.63	29.62	17	338	347	574	682	480	851	10
4914	0	66.24	84.56	0	0	1000	0	1000	0	1000	0
4914	1	8.97	2.37	14	783	858	627	657	829	898	10
4914	2	60.24	98.13	11	833	941	602	743	529	942	10
4914	3	86.62	33.11	20	723	741	862	868	557	928	10
4914	4	3.55	25.34	1	621	637	571	891	158	273	10
4914	5	19.17	17.41	6	811	916	168	274	131	466	10
4914	6	82.93	88.43	28	200	255	217	512	150	608	10
4914	7	79.39	80.18	5	648	676	859	985	277	985	10
4914	8	29.90	46.57	13	553	576	841	946	786	946	10
4914	9	34.47	49.47	17	355	389	600	634	852	951	10
4914	10	90.30	91.14	26	446	450	771	879	303	504	10
4914	11	43.35	56.64	9	952	962	177	293	414	436	10
4914	12	67.84	92.23	22	793	991	576	991	275	462	10
4914	13	26.98	7.84	15	896	912	833	912	225	568	10
4914	14	35.68	41.39	23	493	495	833	946	327	946	10
4914	15	36.89	3.72	8	832	912	734	912	449	912	10
4914	16	74.93	8.54	32	393	466	618	922	833	922	10
4914	17	51.82	21.07	6	786	933	121	251	105	232	10
4914	18	25.19	6.52	36	281	337	592	910	797	910	10
4914	19	56.65	6.05	8	308	320	159	376	393	723	10
4914	20	5.99	74.19	11	639	716	133	219	98	187	10
4915	0	43.79	9.77	0	0	1000	0	1000	0	1000	0
4915	1	97.77	66.79	9	210	252	553	767	856	920	10
4915	2	24.74	27.79	13	267	302	953	972	583	972	10
4915	3	80.89	49.23	6	586	697	161	791	112	129	10
4915	4	75.05	4.94	1	442	495	843	952	842	948	10
4915	5	11.92	78.68	5	753	797	794	865	752	818	10
4915	6	94.71	70.20	19	159	300	284	558	136	769	10
4915	7	22.85	95.09	23	587	634	842	911	808	911	10
4915	8	12.71	46.74	24	60	133	273	363	157	586	10
4915	9	85.37	14.89	16	901	942	942	957	823	957	10
4915	10	88.42	29.41	19	628	628	568	740	344	950	10
4915	11	15.99	29.79	3	121	209	49	267	249	964	10
4915	12	18.76	73.66	23	819	920	151	564	722	930	10
4915	13	8.59	82.65	12	520	555	293	321	746	761	10
4915	14	1.21	0.05	5	828	873	729	955	676	713	10
4915	15	68.88	78.18	8	617	642	392	926	273	545	10
4915	16	9.63	69.31	5	499	711	508	619	278	606	10
4915	17	61.24	83.42	11	131	149	150	195	406	684	10
4915	18	31.94	59.13	6	235	250	781	948	785	948	10
4915	19	55.83	38.85	16	293	377	532	749	562	732	10
4915	20	54.62	74.59	14	353	368	528	538	256	933	10
4916	0	52.10	73.79	0	0	1000	0	1000	0	1000	0
4916	1	97.21	88.16	16	835	850	457	574	651	868	10
4916	2	38.73	33.33	1	507	628	686	956	220	956	10
4916	3	72.81	39.29	17	919	958	889	958	306	355	10
4916	4	22.50	55.42	23	744	848	853	964	687	964	10
4916	5	52.42	89.07	15	381	488	685	983	285	398	10
4916	6	8.71	74.67	14	52	92	335	375	913	955	10
4916	7	21.69	81.01	13	807	826	299	314	697	731	10
4916	8	76.65	57.84	31	482	602	295	637	49	637	10
4916	9	13.61	53.38	29	89	268	569	955	581	687	10
4916	10	42.18	63.87	8	718	853	677	884	945	984	10
4916	11	60.30	94.07	7	404	562	463	500	420	977	10
4916	12	38.67	47.95	9	658	662	181	352	615	927	10
4916	13	93.32	98.73	5	922	950	796	950	934	950	10
4916	14	44.07	98.48	5	169	279	700	718	970	973	10
4916	15	17.77	22.36	29	299	366	209	688	722	937	10
4916	16	68.94	83.50	9	723	873	292	868	252	979	10
4916	17	74.70	77.10	13	923	962	267	538	849	976	10
4916	18	2.54	32.18	6	658	740	347	424	645	911	10
4916	19	40.18	77.84	11	350	375	947	986	290	914	10
4916	20	1.56	72.58	6	548	569	527	948	548	948	10
4917	0	92.44	38.11	0	0	1000	0	1000	0	1000	0
4917	1	11.82	24.06	16	816	855	842	878	692	917	10
4917	2	58.95	45.94	23	420	483	685	759	749	964	10
4917	3	60.77	87.72	33	765	851	857	940	402	629	10
4917	4	28.38	72.73	40	393	419	203	256	114	381	10
4917	5	35.59	57.82	17	849	903	814	938	537	783	10
4917	6	47.81	10.89	33	681	721	121	473	256	440	10
4917	7	37.64	33.78	20	399	574	301	662	542	944	10
4917	8	63.43	11.73	13	606	716	491	561	831	959	10
4917	9	91.13	65.25	6	366	431	772	902	609	971	10
4917	10	10.38	28.31	27	207	365	910	916	184	916	10
4917	11	31.45	84.09	18	342	383	644	752	722	922	10
4917	12	56.37	49.01	9	513	515	214	326	184	851	10
4917	13	23.24	18.26	11	524	588	538	649	812	927	10
4917	14	42.45	52.16	11	595	706	897	947	762	857	10
4917	15	45.00	98.50	17	407	522	190	236	317	484	10
4917	16	52.82	46.35	1	480	557	630	686	699	838	10
4917	17	16.26	61.46	25	860	908	214	367	143	780	10
4917	18	53.92	17.97	1	123	191	267	532	77	711	10
4917	19	97.02	5.26	16	148	263	293	343	549	575	10
4917	20	94.80	91.26	19	301	419	700	801	458	555	10
4918	0	91.99	9.98	0	0	1000	0	1000	0	1000	0
4918	1	62.38	57.98	12	274	291	766	942	820	942	10
4918	2	5.75	73.63	5	887	891	545	701	287	891	10
4918	3	4.10	44.96	9	99	114	516	606	358	904	10
4918	4	16.44	85.56	3	686	841	529	892	742	818	10
4918	5	95.29	44.31	22	275	331	813	964	451	602	10
4918	6	76.22	58.21	7	830	865	717	948	606	948	10
4918	7	39.19	61.15	3	833	904	546	686	651	925	10
4918	8	85.98	24.75	28	356	357	905	983	199	362	10
4918	9	58.53	23.72	13	496	558	545	646	231	550	10
4918	10	33.87	60.26	11	370	405	837	922	267	703	10
4918	11	33.08	5.90	15	742	851	569	601	142	270	10
4918	12	3.73	97.66	14	475	488	522	632	757	874	10
4918	13	21.54	0.09	18	729	782	149	313	738	927	10
4918	14	58.24	17.14	12	794	827	518	875	127	343	10
4918	15	82.21	24.34	29	685	841	249	710	451	455	10
4918	16	32.78	15.86	2	780	819	528	601	421	438	10
4918	17	83.39	7.61	27	159	347	876	894	139	206	10
4918	18	89.18	47.58	10	41	53	348	540	103	529	10
4918	19	0.72	48.06	4	298	332	290	385	637	900	10
4918	20	37.35	59.09	12	874	925	706	782	263	590	10
4919	0	97.75	9.35	0	0	1000	0	1000	0	1000	0
4919	1	45.93	49.23	17	95	112	369	476	566	933	10
4919	2	8.58	43.74	13	502	554	133	148	350	515	10
4919	3	84.94	84.48	7	149	231	549	584	646	922	10
4919	4	26.23	63.93	14	486	553	715	909	165	464	10
4919	5	96.59	1.77	19	524	743	518	742	789	830	10
4919	6	50.90	56.27	2	758	932	263	691	181	867	10
4919	7	21.80	56.37	16	114	225	849	909	199	405	10
4919	8	76.01	4.03	27	93	106	660	976	710	976	10
4919	9	97.93	55.94	16	73	120	115	276	627	730	10
4919	10	3.38	37.93	10	209	277	267	343	133	437	10
4919	11	48.49	33.50	1	137	149	309	460	406	599	10
4919	12	82.93	36.83	20	76	149	816	967	807	967	10
4919	13	57.21	39.50	21	536	559	743	875	733	948	10
4919	14	79.09	61.78	16	297	443	174	257	195	531	10
4919	15	90.12	42.91	14	735	742	217	372	56	295	10
4919	16	35.35	11.28	19	429	456	834	936	857	936	10
4919	17	92.24	49.43	34	190	214	147	266	613	958	10
4919	18	16.78	10.40	8	471	577	505	918	574	918	10
4919	19	61.21	52.84	1	841	942	63	200	428	942	10
4919	20	84.58	70.52	3	375	377	290	541	442	936	10
4920	0	2.69	21.83	0	0	1000	0	1000	0	1000	0
4920	1	50.32	9.67	14	423	496	607	739	204	360	10
4920	2	51.36	69.23	22	531	611	670	931	378	647	10
4920	3	1.09	52.68	7	816	968	325	407	802	968	10
4920	4	3.76	62.47	26	848	887	683	799	189	726	10
4920	5	8.01	36.23	1	33	187	155	444	774	983	10
4920	6	92.77	71.99	6	380	456	333	452	892	895	10
4920	7	82.27	20.19	12	676	775	574	919	316	919	10
4920	8	89.27	41.34	15	404	408	531	625	769	910	10
4920	9	78.58	3.96	3	324	405	133	479	499	820	10
4920	10	31.00	57.91	30	728	754	818	953	771	885	10
4920	11	3.82	65.44	6	136	293	360	955	894	955	10
4920	12	60.41	57.51	16	86	146	623	782	93	772	10
4920	13	87.70	32.49	21	446	459	483	501	460	913	10
4920	14	71.67	3.99	8	876	908	856	927	760	865	10
4920	15	25.03	1.12	14	239	353	212	619	774	968	10
4920	16	65.75	86.07	6	538	682	124	135	164	603	10
4920	17	81.01	24.87	2	575	582	270	920	287	475	10
4920	18	7.90	45.92	13	448	469	294	391	79	784	10
4920	19	0.50	92.45	19	903	928	137	343	220	393	10
4920	20	27.24	23.30	8	81	102	86	395	326	974	10
4921	0	56.37	18.76	0	0	1000	0	1000	0	1000	0
4921	1	91.57	6.35	8	838	896	244	347	578	961	10
4921	2	62.54	12.99	4	252	400	666	990	128	168	10
4921	3	55.01	62.53	32	610	678	457	731	409	788	10
4921	4	59.03	78.71	1	924	938	594	642	256	403	10
4921	5	70.89	28.09	14	644	895	586	981	714	757	10
4921	6	85.63	72.22	9	820	889	773	938	674	799	10
4921	7	18.94	31.16	24	828	908	763	881	105	736	10
4921	8	56.50	56.79	34	778	886	447	698	847	905	10
4921	9	83.96	68.56	7	201	283	810	942	135	429	10
4921	10	96.46	76.30	22	495	595	102	376	897	928	10
4921	11	93.65	47.69	13	302	600	372	575	877	951	10
4921	12	38.51	10.53	17	715	899	655	962	868	979	10
4921	13	19.34	53.89	5	101	173	876	947	575	888	10
4921	14	52.57	50.94	27	770	966	329	371	521	909	10
4921	15	78.82	56.78	8	747	954	316	327	306	429	10
4921	16	20.31	37.79	1	113	173	53	359	771	958	10
4921	17	83.85	53.58	10	567	590	766	954	291	635	10
4921	18	17.79	24.76	1	270	441	836	959	657	711	10
4921	19	61.64	92.13	34	546	649	396	486	620	925	10
4921	20	21.39	90.94	20	834	918	321	588	369	564	10
4922	0	82.59	17.91	0	0	1000	0	1000	0	1000	0
4922	1	41.24	53.92	5	685	783	339	734	191	195	10
4922	2	25.63	98.58	5	809	818	373	595	697	900	10
4922	3	28.80	48.55	6	466	555	136	937	727	937	10
4922	4	9.22	47.24	4	753	779	357	543	513	919	10
4922	5	28.27	68.92	16	791	876	143	541	302	924	10
4922	6	32.88	61.38	4	706	732	485	610	299	512	10
4922	7	8.36	8.86	1	864	924	799	924	831	924	10
4922	8	99.76	25.21	34	544	568	978	980	806	980	10
4922	9	12.35	84.78	13	184	205	362	871	471	902	10
4922	10	77.48	32.53	2	105	215	143	228	97	247	10
4922	11	54.08	8.64	8	570	724	242	573	383	682	10
4922	12	52.13	76.71	15	338	437	402	530	194	236	10
4922	13	58.36	34.52	39	642	643	855	969	338	578	10
4922	14	44.88	4.69	11	620	625	295	428	339	534	10
4922	15	68.27	64.74	25	831	852	214	606	688	692	10
4922	16	95.24	46.24	35	309	439	187	346	541	609	10
4922	17	63.60	62.50	16	333	449	149	312	560	942	10
4922	18	13.48	2.65	11	199	253	133	320	764	897	10
4922	19	8.29	2.30	11	362	423	812	923	784	923	10
4922	20	72.18	96.00	17	554	569	629	690	184	433	10
4923	0	55.76	74.46	0	0	1000	0	1000	0	1000	0
4923	1	28.81	75.14	9	460	555	153	534	608	867	10
4923	2	35.68	62.90	16	588	671	41	141	460	839	10
4923	3	48.10	58.37	23	634	871	659	735	61	779	10
4923	4	82.79	39.38	24	240	288	126	223	473	626	10
4923	5	73.48	62.58	8	944	977	311	383	125	317	10
4923	6	73.55	35.53	33	894	956	333	375	955	956	10
4923	7	37.10	31.18	16	254	377	331	473	442	735	10
4923	8	78.45	13.35	21	903	933	385	769	705	749	10
4923	9	49.76	96.01	6	182	292	194	976	894	976	10
4923	10	20.32	96.84	27	146	192	842	957	446	944	10
4923	11	72.48	47.93	3	352	502	954	967	514	688	10
4923	12	87.02	25.89	15	857	941	690	941	291	390	10
4923	13	44.86	15.76	11	423	479	650	792	286	547	10
4923	14	34.36	6.53	5	290	395	576	927	669	927	10
4923	15	6.10	9.72	3	462	623	210	273	899	917	10
4923	16	94.87	58.48	13	147	222	232	817	743	956	10
4923	17	1.79	89.70	3	257	321	272	393	513	942	10
4923	18	67.27	87.17	1	40	177	549	555	388	668	10
4923	19	68.41	57.93	7	961	978	409	615	676	978	10
4923	20	85.55	12.90	12	155	165	264	653	170	244	10
4924	0	78.63	83.16	0	0	1000	0	1000	0	1000	0
4924	1	20.09	95.73	5	657	832	271	854	297	902	10
4924	2	95.81	92.49	13	676	806	853	912	755	818	10
4924	3	29.41	89.75	6	421	537	874	949	153	326	10
4924	4	55.27	8.16	4	81	317	375	425	591	675	10
4924	5	35.06	79.31	16	52	168	90	294	135	629	10
4924	6	13.41	16.05	12	251	346	776	905	832	905	10
4924	7	63.08	33.28	25	651	654	890	946	770	935	10
4924	8	56.85	10.63	11	442	707	822	923	325	337	10
4924	9	90.61	4.73	17	436	444	138	502	486	919	10
4924	10	67.98	87.97	9	401	497	40	86	710	987	10
4924	11	70.06	1.12	29	727	827	830	916	515	543	10
4924	12	20.58	79.29	15	380	402	137	291	592	650	10
4924	13	12.77	98.16	23	825	931	862	931	393	791	10
4924	14	51.44	82.15	14	479	560	533	971	631	971	10
4924	15	60.92	17.28	25	483	592	292	841	542	828	10
4924	16	66.39	57.49	24	213	319	907	970	511	970	10
4924	17	79.67	25.89	17	179	195	873	941	941	941	10
4924	18	51.76	1.58	11	620	691	431	700	340	703	10
4924	19	2.80	0.66	6	345	576	259	634	851	886	10
4924	20	2.68	70.06	9	464	543	480	879	418	435	10
4925	0	90.38	25.94	0	0	1000	0	1000	0	1000	0
4925	1	88.58	48.50	1	358	378	150	255	566	687	10
4925	2	21.29	44.86	23	591	701	213	235	854	927	10
4925	3	93.58	0.76	7	60	133	426	507	91	108	10
4925	4	79.67	99.89	3	148	297	96	187	98	349	10
4925	5	76.82	55.88	23	942	966	264	464	708	966	10
4925	6	45.02	94.64	22	366	410	490	517	404	594	10
4925	7	63.25	61.83	32	54	105	240	417	636	954	10
4925	8	27.74	85.68	30	166	225	764	912	494	912	10
4925	9	64.34	91.71	8	915	928	402	874	524	928	10
4925	10	41.55	27.11	33	142	173	202	329	775	950	10
4925	11	49.74	28.35	30	267	407	252	337	445	802	10
4925	12	88.86	56.25	7	266	311	585	636	455	463	10
4925	13	27.02	0.21	1	170	264	820	930	451	500	10
4925	14	61.14	65.38	13	876	886	847	916	435	546	10
4925	15	82.37	54.06	1	316	354	81	247	965	969	10
4925	16	64.89	79.68	11	277	321	423	482	278	639	10
4925	17	43.59	59.06	19	64	84	283	600	617	809	10
4925	18	12.05	60.11	17	160	225	535	841	236	253	10
4925	19	92.93	0.01	5	105	206	892	972	963	972	10
4925	20	40.69	43.15	32	864	923	903	946	822	923	10
4926	0	76.07	86.32	0	0	1000	0	1000	0	1000	0
4926	1	23.85	79.93	6	295	341	866	946	774	946	10
4926	2	62.67	43.50	8	424	506	167	230	880	954	10
4926	3	92.24	56.64	8	718	843	39	53	670	965	10
4926	4	17.87	15.83	18	443	533	865	907	533	875	10
4926	5	45.84	24.49	12	746	798	863	930	229	468	10
4926	6	69.95	60.26	29	379	442	660	751	801	829	10
4926	7	52.27	57.33	23	401	470	659	938	142	592	10
4926	8	71.48	28.95	5	461	618	444	793	190	278	10
4926	9	56.63	43.37	35	790	851	697	951	791	951	10
4926	10	6.80	31.69	26	475	495	657	783	859	910	10
4926	11	82.34	78.62	5	686	743	767	842	342	588	10
4926	12	36.46	33.04	3	796	897	550	789	334	932	10
4926	13	80.12	97.89	3	898	947	982	986	246	862	10
4926	14	54.15	37.82	16	621	655	480	945	822	875	10
4926	15	38.66	11.35	5	766	915	292	470	157	499	10
4926	16	46.31	66.05	5	740	962	729	934	204	505	10
4926	17	75.39	89.04	14	942	996	120	665	263	276	10
4926	18	85.48	66.09	4	391	537	896	956	191	377	10
4926	19	91.27	84.73	10	147	180	856	983	884	983	10
4926	20	23.59	67.21	20	463	496	226	317	487	491	10
4927	0	41.33	34.18	0	0	1000	0	1000	0	1000	0
4927	1	7.45	33.76	20	114	114	403	589	400	965	10
4927	2	28.79	9.75	35	746	883	59	299	916	971	10
4927	3	3.23	90.14	8	472	565	155	483	239	545	10
4927	4	29.39	30.58	28	849	857	755	986	865	986	10
4927	5	46.60	94.43	27	66	180	74	217	143	700	10
4927	6	21.85	68.83	5	663	673	217	386	355	959	10
4927	7	43.93	66.49	10	350	386	278	847	734	966	10
4927	8	19.34	47.99	32	918	973	129	204	821	859	10
4927	9	35.99	9.10	7	851	973	598	801	160	645	10
4927	10	55.49	91.54	19	783	794	767	939	293	939	10
4927	11	66.18	69.47	13	820	848	55	385	253	585	10
4927	12	20.38	71.96	10	114	121	928	955	946	955	10
4927	13	54.19	77.82	1	294	389	645	714	211	743	10
4927	14	45.89	26.82	6	653	824	886	932	921	990	10
4927	15	84.35	65.64	21	421	483	549	649	303	898	10
4927	16	88.29	29.22	28	748	925	718	951	312	951	10
4927	17	75.44	67.34	30	835	941	630	951	306	470	10
4927	18	93.83	50.70	17	556	615	796	943	842	943	10
4927	19	52.44	7.85	3	573	720	689	696	472	593	10
4927	20	62.11	84.06	11	723	802	350	486	73	788	10
4928	0	57.81	24.60	0	0	1000	0	1000	0	1000	0
4928	1	0.34	67.12	9	321	547	335	440	237	435	10
4928	2	56.78	83.77	25	231	287	219	921	279	569	10
4928	3	91.95	74.77	9	549	572	494	629	283	887	10
4928	4	31.07	45.90	7	303	400	98	258	932	964	10
4928	5	32.44	63.67	21	678	876	904	952	376	429	10
4928	6	12.46	84.61	7	127	217	86	136	829	923	10
4928	7	13.06	6.41	18	174	237	946	950	518	612	10
4928	8	35.31	54.84	1	665	723	93	393	304	520	10
4928	9	97.38	13.92	22	774	831	836	955	647	958	10
4928	10	79.40	62.72	1	430	632	683	928	566	955	10
4928	11	13.41	98.53	6	365	436	89	118	803	912	10
4928	12	21.68	25.76	15	737	750	268	447	813	962	10
4928	13	46.38	14.74	24	457	488	599	966	631	846	10
4928	14	26.23	1.89	13	812	839	246	367	580	669	10
4928	15	31.99	54.86	23	607	674	702	884	343	959	10
4928	16	81.20	80.63	19	723	789	833	938	495	666	10
4928	17	58.65	62.14	16	136	186	867	961	485	874	10
4928	18	77.00	50.25	13	586	647	445	484	626	754	10
4928	19	92.19	44.64	6	243	252	753	959	603	959	10
4928	20	16.18	86.02	22	296	351	555	924	656	924	10
4929	0	61.79	13.87	0	0	1000	0	1000	0	1000	0
4929	1	51.99	57.93	9	438	497	599	758	388	448	10
4929	2	7.22	43.77	5	242	309	349	730	547	902	10
4929	3	92.98	34.92	2	902	950	73	362	276	351	10
4929	4	70.84	33.96	28	738	954	415	732	286	737	10
4929	5	38.83	76.86	1	703	851	674	873	275	671	10
4929	6	9.88	67.42	10	887	924	410	547	661	924	10
4929	7	47.90	60.14	21	433	441	211	934	859	950	10
4929	8	25.81	64.84	28	814	912	180	189	72	82	10
4929	9	30.38	95.40	10	151	208	756	864	637	704	10
4929	10	29.51	57.52	17	236	307	827	944	587	944	10
4929	11	13.09	13.03	19	245	254	775	950	674	950	10
4929	12	73.07	77.98	6	904	932	136	598	871	933	10
4929	13	24.48	47.88	3	873	925	393	703	305	349	10
4929	14	17.53	25.89	2	794	915	793	953	192	357	10
4929	15	10.65	40.33	13	858	941	77	564	688	941	10
4929	16	18.69	13.12	32	323	444	725	892	929	955	10
4929	17	71.13	74.36	22	167	232	477	937	604	937	10
4929	18	43.39	98.14	10	660	845	625	648	341	724	10
4929	19	48.14	31.21	24	131	210	549	711	328	478	10
4929	20	44.90	10.80	6	554	656	771	981	880	889	10
4930	0	60.93	10.15	0	0	1000	0	1000	0	1000	0
4930	1	30.88	35.79	25	955	959	224	635	928	959	10
4930	2	47.33	3.08	6	605	646	625	983	60	122	10
4930	3	91.74	14.73	10	676	724	69	409	342	608	10
4930	4	83.45	46.89	15	610	707	189	462	503	573	10
4930	5	77.51	97.21	18	876	882	435	578	746	910	10
4930	6	82.55	96.00	5	862	910	851	910	410	491	10
4930	7	26.58	87.52	13	215	260	667	914	792	894	10
4930	8	45.81	11.54	5	227	290	426	506	650	908	10
4930	9	3.35	44.30	23	540	662	545	932	472	712	10
4930	10	48.04	15.09	26	639	806	698	985	112	228	10
4930	11	53.77	50.44	9	544	647	110	172	188	958	10
4930	12	22.15	59.63	12	174	266	124	258	754	807	10
4930	13	44.96	81.83	1	381	409	493	558	903	925	10
4930	14	95.65	20.16	4	930	962	628	668	213	375	10
4930	15	0.25	52.31	15	861	901	834	925	568	875	10
4930	16	70.67	52.47	14	484	500	606	752	395	955	10
4930	17	3.37	65.53	23	121	202	230	477	634	919	10
4930	18	70.46	24.27	13	284	319	932	981	966	981	10
4930	19	91.87	9.38	14	575	711	537	968	87	261	10
4930	20	22.93	81.68	10	774	918	886	918	240	918	10
4931	0	54.99	94.47	0	0	1000	0	1000	0	1000	0
4931	1	32.48	69.82	4	96	227	299	460	549	965	10
4931	2	94.69	44.18	6	560	566	798	934	158	815	10
4931	3	98.21	61.22	12	636	658	594	664	79	909	10
4931	4	98.18	27.09	11	800	869	729	733	245	350	10
4931	5	39.44	44.21	4	546	573	172	502	838	946	10
4931	6	13.62	4.43	28	887	899	153	899	644	899	10
4931	7	97.58	62.49	16	140	223	263	270	189	518	10
4931	8	13.89	78.82	25	202	259	322	647	343	955	10
4931	9	20.74	45.21	9	471	478	537	939	222	459	10
4931	10	81.14	95.73	19	240	313	242	359	485	775	10
4931	11	83.47	17.20	37	703	745	169	916	765	773	10
4931	12	10.69	36.09	27	838	925	376	782	679	844	10
4931	13	84.43	3.71	11	441	441	471	893	486	630	10
4931	14	17.48	80.87	22	843	935	759	864	417	548	10
4931	15	17.16	50.98	9	626	694	103	273	572	805	10
4931	16	89.82	81.35	12	420	488	751	961	674	961	10
4931	17	28.17	51.93	1	345	369	668	899	363	948	10
4931	18	6.63	47.46	9	861	875	135	261	397	508	10
4931	19	33.19	85.82	2	173	436	619	659	661	975	10
4931	20	19.41	74.78	28	854	865	352	760	304	821	10
4932	0	9.67	7.23	0	0	1000	0	1000	0	1000	0
4932	1	63.07	72.72	4	287	410	466	560	319	493	10
4932	2	39.20	84.91	2	575	682	716	915	843	915	10
4932	3	86.39	64.52	28	144	171	748	903	818	903	10
4932	4	90.85	64.21	26	347	374	591	899	624	899	10
4932	5	30.58	77.39	1	842	925	742	925	726	925	10
4932	6	10.79	1.86	23	73	82	49	527	872	993	10
4932	7	89.05	40.09	18	223	229	307	834	241	794	10
4932	8	44.14	66.18	8	682	706	705	861	112	232	10
4932	9	56.72	92.18	1	798	901	322	433	662	901	10
4932	10	55.84	41.10	23	82	191	59	149	379	473	10
4932	11	76.46	52.24	2	410	442	492	538	332	342	10
4932	12	38.37	67.50	28	847	878	749	887	713	932	10
4932	13	22.73	73.12	4	264	414	710	931	171	716	10
4932	14	28.43	45.46	16	570	572	422	466	290	770	10
4932	15	47.37	61.30	9	165	221	747	933	629	933	10
4932	16	71.02	58.70	8	755	918	712	912	208	334	10
4932	17	4.87	4.29	6	392	443	334	784	867	993	10
4932	18	10.51	29.88	12	972	976	572	762	105	626	10
4932	19	4.97	45.75	27	65	82	414	581	800	960	10
4932	20	49.51	51.11	7	597	636	308	780	798	939	10
4933	0	12.92	63.85	0	0	1000	0	1000	0	1000	0
4933	1	0.94	93.93	38	501	669	583	966	264	966	10
4933	2	41.37	56.65	23	677	787	35	193	289	806	10
4933	3	13.95	38.31	4	881	897	229	520	435	947	10
4933	4	68.92	37.95	25	403	568	713	937	248	937	10
4933	5	46.23	8.77	7	903	934	414	581	456	934	10
4933	6	68.81	63.78	23	452	481	889	943	811	943	10
4933	7	16.20	11.41	12	259	429	319	903	214	737	10
4933	8	88.54	74.05	21	333	373	174	324	819	922	10
4933	9	50.66	49.03	10	563	803	83	426	229	276	10
